userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
W Fr,5,2023-08-25 07:49:20,Aplikasinya bgus & membantu kita lebih mudah untuk transaksi online,Positif,aplikasinya bgus  membantu kita lebih mudah untuk transaksi online,aplikasinya bgus membantu mudah transaksi online,"['aplikasinya', 'bgus', 'membantu', 'mudah', 'transaksi', 'online']",aplikasi bgus bantu mudah transaksi online
Dana Oke,1,2023-08-25 06:27:26,"Pesanan makan selalu lama dapat driver nya , jadi bosen nunggu in nya",Negatif,pesanan makan selalu lama dapat driver nya  jadi bosen nunggu in nya,pesanan makan driver nya bosen nunggu in nya,"['pesanan', 'makan', 'driver', 'nya', 'bosen', 'nunggu', 'in', 'nya']",pesan makan driver nya bosen nunggu in nya
Philberta Jo,4,2023-08-25 06:13:26,"Apk bagus sih lancar,bisa non tunai. Cuman itu loh drivernya dikit bener. Sering susah cari driver,kalo dapat itu juga jauh. Ditambah donk drivernya kayak apk sebelah yang ga punya akses non tunai tapi driver banyak. Repot soalnya kalo ga punya cash.",Positif,apk bagus sih lancarbisa non tunai cuman itu loh drivernya dikit bener sering susah cari driverkalo dapat itu juga jauh ditambah donk drivernya kayak apk sebelah yang ga punya akses non tunai tapi driver banyak repot soalnya kalo ga punya cash,apk bagus sih lancarbisa non tunai cuman loh drivernya dikit bener susah cari driverkalo ditambah donk drivernya kayak apk sebelah ga akses non tunai driver repot kalo ga cash,"['apk', 'bagus', 'sih', 'lancarbisa', 'non', 'tunai', 'cuman', 'loh', 'drivernya', 'dikit', 'bener', 'susah', 'cari', 'driverkalo', 'ditambah', 'donk', 'drivernya', 'kayak', 'apk', 'sebelah', 'ga', 'akses', 'non', 'tunai', 'driver', 'repot', 'kalo', 'ga', 'cash']",apk bagus sih lancarbisa non tunai cuman loh drivernya dikit bener susah cari driverkalo tambah donk drivernya kayak apk belah ga akses non tunai driver repot kalo ga cash
Ahmad Miqail,2,2023-08-25 05:34:08,Ini kenapa ya saldo gopay saya sering hilang padahal saya tidak melakukan transaksi apapun tapi gopanya hilang di transfer ke moon video Ltd tanpa pemberitahuan saya,Negatif,ini kenapa ya saldo gopay saya sering hilang padahal saya tidak melakukan transaksi apapun tapi gopanya hilang di transfer ke moon video ltd tanpa pemberitahuan saya,ya saldo gopay hilang transaksi apapun gopanya hilang transfer moon video ltd pemberitahuan,"['ya', 'saldo', 'gopay', 'hilang', 'transaksi', 'apapun', 'gopanya', 'hilang', 'transfer', 'moon', 'video', 'ltd', 'pemberitahuan']",ya saldo gopay hilang transaksi apa gopanya hilang transfer moon video ltd pemberitahuan
Indra Suhardi,5,2023-08-25 04:09:54,"Aplikasi ini nyaman banget, bnyk promo nya juga rekomen bnget deh, driver nya juga baik2 dan ramah",Positif,aplikasi ini nyaman banget bnyk promo nya juga rekomen bnget deh driver nya juga baik dan ramah,aplikasi nyaman banget bnyk promo nya rekomen bnget deh driver nya ramah,"['aplikasi', 'nyaman', 'banget', 'bnyk', 'promo', 'nya', 'rekomen', 'bnget', 'deh', 'driver', 'nya', 'ramah']",aplikasi nyaman banget bnyk promo nya rekomen bnget deh driver nya ramah
Fifiana Radianov,1,2023-08-25 03:53:04,"Parah nih apk lama2. Pesan gofood kena biaya lain2 bisa sampe 15ribu. Katanya udah termasuk biaya parkir, tapi knp driver masih selalu minta ongkos parkir sama customer? Jadi itu uang kemana? Saya jadi bayar parkir double dong.",Negatif,parah nih apk lama pesan gofood kena biaya lain bisa sampe ribu katanya udah termasuk biaya parkir tapi knp driver masih selalu minta ongkos parkir sama customer jadi itu uang kemana saya jadi bayar parkir double dong,parah nih apk pesan gofood kena biaya sampe ribu udah biaya parkir knp driver ongkos parkir customer uang kemana bayar parkir double,"['parah', 'nih', 'apk', 'pesan', 'gofood', 'kena', 'biaya', 'sampe', 'ribu', 'udah', 'biaya', 'parkir', 'knp', 'driver', 'ongkos', 'parkir', 'customer', 'uang', 'kemana', 'bayar', 'parkir', 'double']",parah nih apk pesan gofood kena biaya sampe ribu udah biaya parkir knp driver ongkos parkir customer uang mana bayar parkir double
M.R Fai,5,2023-08-25 03:40:05,"Oke keren, mudah di akses,, promo diskon nan lbih diperbanyak",Positif,oke keren mudah di akses promo diskon nan lbih diperbanyak,oke keren mudah akses promo diskon nan lbih diperbanyak,"['oke', 'keren', 'mudah', 'akses', 'promo', 'diskon', 'nan', 'lbih', 'diperbanyak']",oke keren mudah akses promo diskon nan lbih banyak
Jenda,1,2023-08-25 03:07:53,"Paylater saya tidak aktif lagi, padahal selalu tepat waktu pembayaran. Maaf kalo ga dpt lagi boleh hapus data saya saja ya, mohon cepat responnya, thanks",Negatif,paylater saya tidak aktif lagi padahal selalu tepat waktu pembayaran maaf kalo ga dpt lagi boleh hapus data saya saja ya mohon cepat responnya thanks,paylater aktif pembayaran maaf kalo ga dpt hapus data ya mohon cepat responnya thanks,"['paylater', 'aktif', 'pembayaran', 'maaf', 'kalo', 'ga', 'dpt', 'hapus', 'data', 'ya', 'mohon', 'cepat', 'responnya', 'thanks']",paylater aktif bayar maaf kalo ga dpt hapus data ya mohon cepat responnya thanks
Raden Roni,1,2023-08-25 02:19:50,"Mau aktifkan GopayLater pilihan menu tidak ada, sudah update tetap tidak ada menu pilihan gopaylater dimenu utama.. sudah sesuai arahan Yutube GopayLater gak ad dimenu utama aplikasi",Negatif,mau aktifkan gopaylater pilihan menu tidak ada sudah update tetap tidak ada menu pilihan gopaylater dimenu utama sudah sesuai arahan yutube gopaylater gak ad dimenu utama aplikasi,aktifkan gopaylater pilihan menu update menu pilihan gopaylater dimenu utama sesuai arahan yutube gopaylater gak ad dimenu utama aplikasi,"['aktifkan', 'gopaylater', 'pilihan', 'menu', 'update', 'menu', 'pilihan', 'gopaylater', 'dimenu', 'utama', 'sesuai', 'arahan', 'yutube', 'gopaylater', 'gak', 'ad', 'dimenu', 'utama', 'aplikasi']",aktif gopaylater pilih menu update menu pilih gopaylater menu utama sesuai arah yutube gopaylater gak ad menu utama aplikasi
Nelly Yusran,1,2023-08-24 12:55:50,Promo atau voucher tidak bisa terpakai atau terpasang. Padahal level saya sudah Juragan dan beranjak ke level selanjutnya. Jadi kecewa. Dari dulu saya selalu pakai aplikasi ini padahal. Ngga pernah pake aplikasi laennya..,Negatif,promo atau voucher tidak bisa terpakai atau terpasang padahal level saya sudah juragan dan beranjak ke level selanjutnya jadi kecewa dari dulu saya selalu pakai aplikasi ini padahal ngga pernah pake aplikasi laennya,promo voucher terpakai terpasang level juragan beranjak level kecewa pakai aplikasi ngga pake aplikasi laennya,"['promo', 'voucher', 'terpakai', 'terpasang', 'level', 'juragan', 'beranjak', 'level', 'kecewa', 'pakai', 'aplikasi', 'ngga', 'pake', 'aplikasi', 'laennya']",promo voucher pakai pasang level juragan anjak level kecewa pakai aplikasi ngga pake aplikasi laennya
rudi nugroho,1,2023-08-24 12:35:32,Menu go send nya gonta ganti mulu modelnya.. jadi binggung.. fitur nya sama aja. Di bikin ribet. Udah 3x berubah.,Negatif,menu go send nya gonta ganti mulu modelnya jadi binggung fitur nya sama aja di bikin ribet udah x berubah,menu go send nya gonta ganti mulu modelnya binggung fitur nya aja bikin ribet udah x berubah,"['menu', 'go', 'send', 'nya', 'gonta', 'ganti', 'mulu', 'modelnya', 'binggung', 'fitur', 'nya', 'aja', 'bikin', 'ribet', 'udah', 'x', 'berubah']",menu go send nya gonta ganti mulu model binggung fitur nya aja bikin ribet udah x ubah
Mari Stg,4,2023-08-24 12:33:19,"Bagus cuma caranya order kok ga seperti dulu? Kalau dulu kan nulis alamat yg di tuju, semua sudah ada banyak pilihan yg dimaksut, kalau sekarang yg muncul hanya 2 atau 3 pilihan itupun ga sesuai yg dimaksut tolong buatlah yg mudah kayak dulu",Positif,bagus cuma caranya order kok ga seperti dulu kalau dulu kan nulis alamat yg di tuju semua sudah ada banyak pilihan yg dimaksut kalau sekarang yg muncul hanya  atau  pilihan itupun ga sesuai yg dimaksut tolong buatlah yg mudah kayak dulu,bagus order ga nulis alamat yg tuju pilihan yg dimaksut yg muncul pilihan itupun ga sesuai yg dimaksut tolong buatlah yg mudah kayak,"['bagus', 'order', 'ga', 'nulis', 'alamat', 'yg', 'tuju', 'pilihan', 'yg', 'dimaksut', 'yg', 'muncul', 'pilihan', 'itupun', 'ga', 'sesuai', 'yg', 'dimaksut', 'tolong', 'buatlah', 'yg', 'mudah', 'kayak']",bagus order ga nulis alamat yg tuju pilih yg dimaksut yg muncul pilih itu ga sesuai yg dimaksut tolong buat yg mudah kayak
Bunda Lyla,1,2023-08-24 12:29:40,"Coba pesan gofood hemat malah lama banget ampun keburu laper orang akhir nya pake yang biasa lebih cepat saya tanya sama driver nya kata nya kalo pake yang hemat driver hanya dapat 5rb dalam satu order nya ya ampun GK"" lagi deh make yang gofood hemat kasihan driver nya kalo kaya begitu mah, tidak memanusiakan manusia, semakin sempit rezeki para driver 🤦",Negatif,coba pesan gofood hemat malah lama banget ampun keburu laper orang akhir nya pake yang biasa lebih cepat saya tanya sama driver nya kata nya kalo pake yang hemat driver hanya dapat rb dalam satu order nya ya ampun gk lagi deh make yang gofood hemat kasihan driver nya kalo kaya begitu mah tidak memanusiakan manusia semakin sempit rezeki para driver ,coba pesan gofood hemat banget ampun keburu laper orang nya pake cepat driver nya nya kalo pake hemat driver rb order nya ya ampun gk deh make gofood hemat kasihan driver nya kalo kaya mah memanusiakan manusia sempit rezeki driver,"['coba', 'pesan', 'gofood', 'hemat', 'banget', 'ampun', 'keburu', 'laper', 'orang', 'nya', 'pake', 'cepat', 'driver', 'nya', 'nya', 'kalo', 'pake', 'hemat', 'driver', 'rb', 'order', 'nya', 'ya', 'ampun', 'gk', 'deh', 'make', 'gofood', 'hemat', 'kasihan', 'driver', 'nya', 'kalo', 'kaya', 'mah', 'memanusiakan', 'manusia', 'sempit', 'rezeki', 'driver']",coba pesan gofood hemat banget ampun keburu laper orang nya pake cepat driver nya nya kalo pake hemat driver rb order nya ya ampun gk deh make gofood hemat kasihan driver nya kalo kaya mah manusia manusia sempit rezeki driver
Rheza Verdy,1,2023-08-24 09:37:37,"Pelit promo gofood,kalau ada promo cuman bisa 1, ga bisa di gabungin. Pake promo aja di persulit harus pakai gopay dll. entah kalau pakai ni apk kok jadi lebih mahal kesanya di banding sebelah",Negatif,pelit promo gofoodkalau ada promo cuman bisa  ga bisa di gabungin pake promo aja di persulit harus pakai gopay dll entah kalau pakai ni apk kok jadi lebih mahal kesanya di banding sebelah,pelit promo gofoodkalau promo cuman ga gabungin pake promo aja persulit pakai gopay dll pakai ni apk mahal kesanya banding sebelah,"['pelit', 'promo', 'gofoodkalau', 'promo', 'cuman', 'ga', 'gabungin', 'pake', 'promo', 'aja', 'persulit', 'pakai', 'gopay', 'dll', 'pakai', 'ni', 'apk', 'mahal', 'kesanya', 'banding', 'sebelah']",pelit promo gofoodkalau promo cuman ga gabungin pake promo aja sulit pakai gopay dll pakai ni apk mahal kesanya banding belah
Muhamad Reza,4,2023-08-24 02:05:57,Tolong perbaiki untuk sinyal saat melakukan pembayarannya min. Padahal sinyal saya sudah bagus sistemnya malah bilang tidak ada jaringan.,Positif,tolong perbaiki untuk sinyal saat melakukan pembayarannya min padahal sinyal saya sudah bagus sistemnya malah bilang tidak ada jaringan,tolong perbaiki sinyal pembayarannya min sinyal bagus sistemnya bilang jaringan,"['tolong', 'perbaiki', 'sinyal', 'pembayarannya', 'min', 'sinyal', 'bagus', 'sistemnya', 'bilang', 'jaringan']",tolong baik sinyal bayar min sinyal bagus sistem bilang jaring
Zaldia Fri,5,2023-08-24 01:35:16,Udah di upgrade ke versi baru Malah akun y jadi gagu Orderan y susah masuk klo masuk jeda y sampe 1/2 jam gimana sih IT gojek Bukan makin bagus malah jadi makin jelek Gimana sih jek,Positif,udah di upgrade ke versi baru malah akun y jadi gagu orderan y susah masuk klo masuk jeda y sampe  jam gimana sih it gojek bukan makin bagus malah jadi makin jelek gimana sih jek,udah upgrade versi akun y gagu orderan y susah masuk klo masuk jeda y sampe jam gimana sih it gojek bagus jelek gimana sih jek,"['udah', 'upgrade', 'versi', 'akun', 'y', 'gagu', 'orderan', 'y', 'susah', 'masuk', 'klo', 'masuk', 'jeda', 'y', 'sampe', 'jam', 'gimana', 'sih', 'it', 'gojek', 'bagus', 'jelek', 'gimana', 'sih', 'jek']",udah upgrade versi akun y gagu order y susah masuk klo masuk jeda y sampe jam gimana sih it gojek bagus jelek gimana sih jek
Tifany Lim,1,2023-08-24 01:15:37,"Gopaynya Susah banget buat dijadiin ewallet buat bayar2 sering gabisa. Alasannya ga ada sinyal internet, padahal sinyal baik2 aja. Bukan cuma sekali, tapi tiap kali mau bayar pakai gopay gabisa.",Negatif,gopaynya susah banget buat dijadiin ewallet buat bayar sering gabisa alasannya ga ada sinyal internet padahal sinyal baik aja bukan cuma sekali tapi tiap kali mau bayar pakai gopay gabisa,gopaynya susah banget dijadiin ewallet bayar gabisa alasannya ga sinyal internet sinyal aja kali bayar pakai gopay gabisa,"['gopaynya', 'susah', 'banget', 'dijadiin', 'ewallet', 'bayar', 'gabisa', 'alasannya', 'ga', 'sinyal', 'internet', 'sinyal', 'aja', 'kali', 'bayar', 'pakai', 'gopay', 'gabisa']",gopaynya susah banget dijadiin ewallet bayar gabisa alas ga sinyal internet sinyal aja kali bayar pakai gopay gabisa
Elbahri San,1,2023-08-23 22:59:54,Aplikasi najis.. Bener2 udh 4 hari sampe skrg masih blom masuk2 saldo to up gw..... Jgn ada yg download gesss parahhh maling sih ini namanya dari alfanya udh sukses atas na gw knp di gopay nya kaga ada riwayat masuk.. Saldo tetep segitu parahhh...,Negatif,aplikasi najis bener udh  hari sampe skrg masih blom masuk saldo to up gw jgn ada yg download gesss parahhh maling sih ini namanya dari alfanya udh sukses atas na gw knp di gopay nya kaga ada riwayat masuk saldo tetep segitu parahhh,aplikasi najis bener udh sampe skrg blom masuk saldo to up gw jgn yg download gesss parahhh maling sih namanya alfanya udh sukses na gw knp gopay nya kaga riwayat masuk saldo tetep segitu parahhh,"['aplikasi', 'najis', 'bener', 'udh', 'sampe', 'skrg', 'blom', 'masuk', 'saldo', 'to', 'up', 'gw', 'jgn', 'yg', 'download', 'gesss', 'parahhh', 'maling', 'sih', 'namanya', 'alfanya', 'udh', 'sukses', 'na', 'gw', 'knp', 'gopay', 'nya', 'kaga', 'riwayat', 'masuk', 'saldo', 'tetep', 'segitu', 'parahhh']",aplikasi najis bener udh sampe skrg blom masuk saldo to up gw jgn yg download gesss parahhh maling sih nama alfa udh sukses na gw knp gopay nya kaga riwayat masuk saldo tetep segitu parahhh
Robby Bahar Kurniawan,1,2023-08-23 18:11:26,"Sudah oke, hanya saja saran...algoritma untuk pencarian driver, agar interface antar user customer dengan driver terlebih dahulu, setelah nya terhubung dengan pihak merchant, sehingga tidak ada alasan apapun Entah ongkir murah atau nge blast atau alasan jauh atau tidak dapat driver disekitar resto, kalau algoritma apik pasti dalam kondisi hujan ataupun tidak, tetap jelas siklus perputaran nya tanpa merugikan siapapun dan membuat posisi GoTo tetap survive sebagai Pelopor di negeri sendiri..",Negatif,sudah oke hanya saja saranalgoritma untuk pencarian driver agar interface antar user customer dengan driver terlebih dahulu setelah nya terhubung dengan pihak merchant sehingga tidak ada alasan apapun entah ongkir murah atau nge blast atau alasan jauh atau tidak dapat driver disekitar resto kalau algoritma apik pasti dalam kondisi hujan ataupun tidak tetap jelas siklus perputaran nya tanpa merugikan siapapun dan membuat posisi goto tetap survive sebagai pelopor di negeri sendiri,oke saranalgoritma pencarian driver interface user customer driver nya terhubung merchant alasan apapun ongkir murah nge blast alasan driver disekitar resto algoritma apik kondisi hujan siklus perputaran nya merugikan posisi goto survive pelopor negeri,"['oke', 'saranalgoritma', 'pencarian', 'driver', 'interface', 'user', 'customer', 'driver', 'nya', 'terhubung', 'merchant', 'alasan', 'apapun', 'ongkir', 'murah', 'nge', 'blast', 'alasan', 'driver', 'disekitar', 'resto', 'algoritma', 'apik', 'kondisi', 'hujan', 'siklus', 'perputaran', 'nya', 'merugikan', 'posisi', 'goto', 'survive', 'pelopor', 'negeri']",oke saranalgoritma cari driver interface user customer driver nya hubung merchant alas apa ongkir murah nge blast alas driver sekitar resto algoritma apik kondisi hujan siklus putar nya rugi posisi goto survive pelopor negeri
Andhika J,2,2023-08-23 15:41:55,Ngadi ngadi aku mau bikin akun baru pake nomor yang beda tapi e-mail sudah gak bisa di kirim ulang gmn sih gojek saya sudah lama gak pake aplikasi ini dan saya mau bikin akun baru tapi e-mail saya sudah terdaftar aduh apalagi GO-PAY nya saya belum sama sekali bikin akun GO-PAY tapi hasilnya sama kayak gojek terus beda lagi sama Tokopedia yang saya baru bikin akun nya,Negatif,ngadi ngadi aku mau bikin akun baru pake nomor yang beda tapi email sudah gak bisa di kirim ulang gmn sih gojek saya sudah lama gak pake aplikasi ini dan saya mau bikin akun baru tapi email saya sudah terdaftar aduh apalagi gopay nya saya belum sama sekali bikin akun gopay tapi hasilnya sama kayak gojek terus beda lagi sama tokopedia yang saya baru bikin akun nya,ngadi ngadi bikin akun pake nomor beda email gak kirim ulang gmn sih gojek gak pake aplikasi bikin akun email terdaftar aduh gopay nya bikin akun gopay hasilnya kayak gojek beda tokopedia bikin akun nya,"['ngadi', 'ngadi', 'bikin', 'akun', 'pake', 'nomor', 'beda', 'email', 'gak', 'kirim', 'ulang', 'gmn', 'sih', 'gojek', 'gak', 'pake', 'aplikasi', 'bikin', 'akun', 'email', 'terdaftar', 'aduh', 'gopay', 'nya', 'bikin', 'akun', 'gopay', 'hasilnya', 'kayak', 'gojek', 'beda', 'tokopedia', 'bikin', 'akun', 'nya']",ngadi ngadi bikin akun pake nomor beda email gak kirim ulang gmn sih gojek gak pake aplikasi bikin akun email daftar aduh gopay nya bikin akun gopay hasil kayak gojek beda tokopedia bikin akun nya
Eka Trisna,4,2023-08-23 14:06:05,Aplikasi gojek saya beberapa kali error. Bisa dibuka tapi tidak bisa digunakan untuk pesan driver atau makan. Sudah uninstall lalu install lagi malah tidak bisa masuk. Solusinya harus bagaimana?,Positif,aplikasi gojek saya beberapa kali error bisa dibuka tapi tidak bisa digunakan untuk pesan driver atau makan sudah uninstall lalu install lagi malah tidak bisa masuk solusinya harus bagaimana,aplikasi gojek kali error dibuka pesan driver makan uninstall install masuk solusinya,"['aplikasi', 'gojek', 'kali', 'error', 'dibuka', 'pesan', 'driver', 'makan', 'uninstall', 'install', 'masuk', 'solusinya']",aplikasi gojek kali error buka pesan driver makan uninstall install masuk solusi
